;id;type;url;author;metadata_created;title;description;tags
769;ae705d72-5e2e-46b0-9bdb-8fc6e31769df;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/profils-de-reference-du-zonage-reglementaire-du-ppri-vitry-le-francois-secteur-marne-blaise;;2022-04-06T04:24:23.856602;zone réglementée inondation;naturel code définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter risque fonction niveau chaque zone fait règlement opposable règlement distinguent généralement trois type zone « zone construire » dites « zone rouge » lorsque niveau fort règle générale construire « zone soumises prescription » dites « zone bleu » lorsque niveau moyen projet soumis prescription adaptées type zone non directement exposées risque construction ouvrage aménagement exploitation agricoles forestier artisanales commerciale industriel pourraient aggraver risque provoquer nouveau soumises interdiction prescription cf article code cette dernier catégorie naturel;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
770;7b008c27-b0e0-4fdf-91ff-86be70b91d73;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-sensibilite-cartes-mailles-ponderees-non-sensibles-crex-crex-rale-des-genets;;2022-04-06T04:23:32.528749;nuisance couche carte bruit stratégiques type indice infrastructure transport terrestres;directive européen relative ’ évaluation gestion bruit ’ environnement vise évaluer façon harmonisée ’ exposition bruit état membre définit comme représentation donnée décrivant situation sonore fonction ’ indicateur bruit indiquant dépassement valeur limite nombre personne exposées carte bruit ’ caractère document ’ information opposables niveau droit tant ’ élément graphique elles peuvent revanche compléter plan local ’ urbanisme plu cadre ’ plan déplacement urbains carte peuvent être utilisées établir état référence zone meilleur gestion trafic nécessaire réalisée application décret carte représente zone limite dépassées indicateur niveau sonore signifiant indicateur niveau sonore période nocturne comprise entre heure heure agrégation réalisée mis disposition source donnée;zone gestion restriction réglementation unité déclaration bruit donnée ouvertes
771;2d664613-0040-4fee-9035-88fadc4547e5;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-perimetre-du-pss-de-la-commune-de-baccarat-54039;;2022-04-06T04:22:50.399633;hamster reconquête;reconquête a présomption forte rencontrer hamster habitat périmètre vise protéger rendre restauration possible court moyen terme fonde critère biologie présence effective hamster partir reconquête territoire commune couvrant ha périmètre recouvre tout vital population hamster connues passé récent;nature paysage nature donnée ouvertes
772;a57a973f-32d6-4d8c-87fc-147e15a91c1c;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/ppri-de-chalons-en-champagne-secteur-amont-cac-perimetre-du-ppri;;2022-04-06T04:22:31.951332;– entité ’ origine risque commune;risque caractérise monde réel présence représente risque potentiel cette origine peut être caractérisée nom certain cas objet géographique localisant réelle risque localisation connaissance phénomène dangereux servent définir bassin risque zone exposées risque fondent;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
773;77476748-9f56-4cde-98a0-c467b061f3e0;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-sensibilite-cartes-mailles-ponderees-non-sensibles-euphydryas_maturna-damier-du-frene;;2022-04-06T04:22:21.413026;ouvrage transport exceptionnel;couche ouvrage dont franchissement autorisé respect caractéristique maximale prescription ajouter;réseau transport transport exceptionnel donnée ouvertes
774;17803d93-445b-435d-8755-259d45cb5307;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-sensibilite-cartes-mailles-ponderees-non-sensibles-asio-flammeus-hibou-des-marais;;2022-04-06T04:21:48.877855;carte sensibilité – carte région naturel criquet palustre;carte sensibilité réalisées réseau grand répartition représentée partir donnée présence récentes – – selon espèce ’ agit région naturel lesquelles moins observation a réalisée lors période récente ainsi région naturel fortement soupçonnée dire bénéficie donnée plus ancien chacune région naturel observation récentes non marginal cette présence représentée calcul proportion maille kilomètre lesquelles a observée explication mode calcul référer fiche ’ explication carte région naturel région naturel identifient territoire lesquels condition abiotiques relief géologie climat relativement homogènes fait dune espèce région naturel seul endroit permet présumer fortement habitat favorables ailleurs région naturel toute observation prise compte peut population implantées aussi erratiques cette couche représente connaissance moment réalisation doit être considérée comme exhaustive présence dehors zone identifiées possible référer notice lecture carte ainsi carte plus;répartition espèce donnée ouvertes grand lorrain répartition espèce
775;c5d72d46-215d-44d9-8279-cf51c46e48f9;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/zone-dalea-du-ppri-moselle-amont;;2022-04-06T04:21:30.895358;zonage réglementaire plan prévention risque inondation débordement rivière marne secteur;naturel code ’ environnement définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter ’ aggraver risque fonction niveau ’ aléa enjeu chaque zone fait ’ objet ’ règlement opposable a objet ’ énoncer manière claire opérationnelle mesure réglementaires ’ appliquent chacune zone réglementées règlement distingue généralement cinq type zone « zone ’ interdiction construire » dites « zone rouge » « zone rose » suivant niveau ’ aléa espace non peu bâti espace agricole naturel alors règle générale ’ interdiction construire « zone soumises prescription » dites « zone magenta » « zone bleu » suivant niveau ’ aléa espace bâti alors projet soumis prescription adaptées type ’ enjeu « zone blanche » non définies règlement lesquelles ’ applique car elles non soumises ’ aléa ’ identification zone homogènes traduit ’ élaboration ’ cartographie zonage réglementaire;zone gestion restriction réglementation unité déclaration aléa aménagement donnée ouvertes prescription prévention risque servitude urbanisme
776;6afc0a51-8ef0-485b-9ba2-9368a1393dfc;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-entite-a-lorigine-du-risque-du-pss-de-la-commune-de-moncel-les-luneville-54373;;2022-04-06T04:21:13.626301;carte stratégique bruit département marne échéance;carte bruit conformément circulaire juin;zone gestion restriction réglementation unité déclaration donnée ouvertes
777;7c1b6877-1192-49d7-867f-04911f5726e1;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/maitrise-de-lurbanisme-contraintes-induites-par-des-plans-de-prevention-des-risques-technologiq;;2022-04-06T04:19:31.315774;zone réglementée commune baccarat;plan surface submersible premier document cartographiques réglementant sol zone inondable cour domaniaux créés octobre décret octobre loi février confère statut plan prévention risque rendant conséquent opposables tiers document instaure servitude publique affectant sol permet toute action ouvrage susceptibles faire obstacle libre écoulement eau conservation champ article code dépôt ’ déclaration avant réalisation travaux susceptibles nuire ’ écoulement naturel eau digue remblai dépôt clôture plantation construction ainsi nécessaire bien valeur juridique techniquement différent simplement aléa contrairement représentent risque tenant compte vulnérabilité territoire plan zonage réglementaire enfin crue dite moyenne moins forte crue référence servant base plus forte crue connue correspondant plus haute eau connues cas plus faible ’ crue fréquence centennale cette dernier application code valent abrogation commune concernées naturel code définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter risque fonction niveau chaque zone fait règlement opposable règlement distinguent généralement trois type zone « zone construire » dites « zone rouge » lorsque niveau fort règle générale construire « zone soumises prescription » dites « zone bleu » lorsque niveau moyen projet soumis prescription adaptées type zone non directement exposées risque construction ouvrage aménagement exploitation agricoles forestier artisanales commerciale industriel pourraient aggraver risque provoquer nouveau soumises interdiction prescription cf article code cette dernier catégorie naturel;risque naturel zone gestion restriction réglementation unité déclaration baccarat donnée ouvertes inondation risque
778;db2d37a9-7317-415d-b404-e0c6f81c050e;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-perimetre-du-pss-de-la-commune-de-laronxe-54303;;2022-04-06T04:20:33.238264;inventaire annexe hydraulique département;selon code ’ environnement degré entend zone humide terrain exploité non habituellement inondé gorgés douce salée saumâtre façon permanente temporaire végétation quand existe dominée plante hygrophiles pendant moins partie a précisé ’ article code • critère retenir relatif morphologie sol liée présence prolongée naturel présence éventuelle plante hygrophiles • végétation hygrophile morphologie sol suffit définir zone humide • délimitation zone humide effectuée laide cote crue niveau phréatique fréquence amplitude marée diagnostic terrain correspondent zone présentent critère hydrologiques inondation engorgement eau fréquent sol témoignant ’ milieu saturé eau botanique végétation dominée plante hygrophiles zone humide font toujours appel prospection terrain afin justifier vérification critère plus précis zone dominante humide zone toutefois toujours exhaustives effet selon méthodologie employé flore pédologie certaines zone humide peuvent être mise évidence lorsque zone humide effectives délimitées selon définition code ’ environnement partir critère détaillés ’ arrêté juin modifié octobre alors parle délimitation réglementaire zone humide « police ’ eau » zone définies si critère pédologie flore vérifiées sauf cas végétation présente ’ « spontanée » cas critère seul suffit déterminer zone humide cf note technique juin relative caractérisation zone humide – notamment définition végétation « spontanée » cas projet ’ pétitionnaire ’ apporter preuve projet ’ zone humide cas contraire délimiter réglementairement carte zone dominante humide disponible ’ emprise projet suffisent prouver ’ absence zone humide;eau zone gestion restriction réglementation unité déclaration donnée ouvertes zone humide
779;90550a28-45b7-478b-be3a-1568a8d36756;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-sensibilite-troncons-hydrographiques-ophiogomphus_cecilia-ophogomphe-serpentin;;2022-04-06T04:19:49.673521;linéaire informatif document;information linéaire ponctuelles figurant document graphique document plu ajoutées raison titre information annexer document conformément article code information reportées document graphique titre;aménagement planification usage sol document donnée ouvertes plu zonage
780;36d2e1e7-c494-43fa-abfa-9baa9ec8b2ee;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-perimetre-du-ppr-inondation-mont-saint-martin-54382;;2022-04-06T04:18:54.412257;carte bruit stratégique type a selon infrastructure transport terrestres échéance département;carte bruit stratégique type a selon infrastructure transport terrestres échéance département directive européen juin relative ’ évaluation gestion bruit ’ environnement a objectif ’ éviter prévenir réduire effet nocifs ’ exposition bruit ambiant santé humaine directive fixe autorité compétentes obligation ’ élaborer ’ arrêter publier carte bruit stratégiques plan prévention bruit ’ environnement présentent diagnostic ’ exposition bruit population elles servent base ’ élaboration objectif prévenir effet bruit réduire niveau bruit situation critique protéger zone calme;donnée ouvertes
781;8831485c-0691-4c0a-a711-5a8227b9c930;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-lot-de-donnees-geographiques-du-ppr-miniers-du-secteur-de-trieux-mairy-mainville-54334;;2022-04-06T04:18:37.049413;zone bruit route carte type zone valeur limite mentionnées code dépassées;zone niveau bruit décrivent situation ’ exposition sonore fonction indicateur bruit secteur affecté bruit elles servent essentiellement carte bruit stratégiques application code ’ environnement;zone gestion restriction réglementation unité déclaration bruit donnée ouvertes environnement exposition sonore nuisance
782;b28eafd4-3fca-494c-a952-4f5e97fbd297;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/etablissement-denseignement-agricole-en-meurthe-et-moselle;;2022-04-06T04:18:14.185774;– périmètre miniers secteur;naturel code définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter risque fonction niveau chaque zone fait règlement opposable règlement distinguent généralement trois type zone « zone construire » dites « zone rouge » lorsque niveau fort règle générale construire « zone soumises prescription » dites « zone bleu » lorsque niveau moyen projet soumis prescription adaptées type zone non directement exposées risque construction ouvrage aménagement exploitation agricoles forestier artisanales commerciale industriel pourraient aggraver risque provoquer nouveau soumises interdiction prescription cf article code cette dernier catégorie naturel;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes minier fer risque
783;9ae5bb0d-8a36-4f6a-93dc-5f2505f8a139;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cartes-de-sensibilite-cartes-mailles-ponderees-non-sensibles-phengaris_alcon-azuree-de-la-crois;;2022-04-06T04:17:58.246782;document seine;présent standard donnée concerne document plan locaux plu plan sol valent plu standard donnée offre cadre technique décrivant détail façon dématérialiser document base donnée géographiques exploitable outil standard donnée a élaboré partir cahier charge dématérialisation document mis jour basé version consolidée code date dématérialisation document graphique plu génère lot donnée géographiques composé plusieurs catalogue classe contenant zone correspondant plan zonage plu zone urbaines zone urbaniser zone agricoles a zone naturel forestier a chaque zone attaché règlement règlement peut fixer règle différentes selon destination construction concernera hôtelier bureau commerce agricole forestier fonction classe prescription contenant toutes prescription linéaire ponctuelles plu elles superposent zone document exercent général contrainte supplémentaire règlement zone a chaque prescription attaché règlement;aménagement planification usage sol donnée ouvertes
784;437d1ab7-edd6-443a-92b9-faaed93c797b;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/cours-deau-identifies-dans-le-departement-des-vosges;;2022-04-06T04:17:33.623791;secteur carte communale saint loup;code définit deux type secteur carte communale secteur secteur inconstructibles existe toutefois cas particulier document graphique peuvent définir secteur réservés activité industriel artisanales notamment celles incompatibles voisinage zone habitées délimitent sil a lieu secteur lesquels reconstruction bâtiment détruit sinistre autorisée installation nécessaire équipement collectif agricole forestier mise valeur ressource naturel visée principe résultant classement secteur carte communale couvrent toujours territoire communal zone commune non couverte secteur représentées objet afin couvrir commune;aménagement planification usage sol donnée ouvertes
785;520b4f8e-5a16-48d4-9aaf-9e9c44245f74;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-zone-reglementee-du-ppr-inondation-saint-max-54482;;2022-04-06T04:17:13.739231;– entité ’ origine risque inondation;risque caractérise monde réel présence représente risque potentiel cette origine peut être caractérisée nom certain cas objet géographique localisant réelle risque localisation connaissance phénomène dangereux servent définir bassin risque zone exposées risque fondent;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
786;62aef45e-f1ae-4979-8e2d-9f9970fba9a5;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-zone-reglementee-du-pprn-mt-coteau-de-moselle-messein-54366;;2022-04-06T04:16:50.720654;tri ’ zone lesquelles montée eau situe plage valeur donnée;table zone lesquelles aléa ’ certain type selon certain scénario provoque montée ’ eau dont hauteur situe plage valeur fixe série donnée géographiques produites directive inondation territoire risque important ’ inondation tri fin rapportage directive européen inondation directive européen octobre relative gestion risque joue influence stratégie prévention inondation impose production plan gestion risque ’ inondation vise réduire conséquence négative inondation santé humaine ’ environnement patrimoine culturel ’ activité économique objectif exigence réalisation donné loi juillet portant engagement national ’ environnement décret cadre premier cartographie surface inondables risque tri contribuer homogénéisant objectivant connaissance enjeu inondation ’ élaboration plan gestion risque ’ inondation jeu donnée sert produire carte surface inondables carte risque ’ inondation représentent respectivement aléa ’ inondation enjeu exposé échelle appropriée objectif ’ apporter élément quantitatifs permettant ’ évaluer plus finement vulnérabilité ’ territoire trois niveau probabilité ’ inondation fort moyen faible;zone risque naturel donnée ouvertes
787;4713934c-b164-45df-b61c-2ffa6ca40960;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-perimetre-du-ppr-inondation-dommartin-les-toul-54167;;2022-04-06T04:16:06.298795;plan prévention risque inondation secteur amont carte aléa;zone exposée plusieurs aléa représentés carte aléa utilisée ’ analyse risque inondation carte ’ aléa résultat modélisation hydraulique réalisée bureau ’ étude royal dont ’ objectif ’ évaluer ’ intensité ’ aléa tout point zone ’ étude méthode ’ évaluation a conduit délimiter ensemble zone périmètre ’ étude constituant zonage gradué fonction niveau hauteur ’ eau ’ aléa ’ attribution ’ niveau ’ aléa point donné territoire prend compte probabilité ’ occurrence phénomène dangereux crue centennale terrain naturel zone toutes zone ’ aléa représentées carte aléa incluses zone protégé ouvrage protection représentées éventuellement façon spécifique car elles toujours considérées soumises ’ aléa cas rupture ’ insuffisance ’ ouvrage parle ici transparence hydraulique complément cette modélisation hydraulique cour ’ eau marne quatre zone supplémentaires identifiées retenue parfaire carte ’ aléa zone concernant petit affluent marne ’ fait ’ objet modélisation quatre zone issue ’ atlas plus haute eau connues vallée marne peuvent effet gonfler contact marne crue effet barrage vérification faite épisode pluvieux février zone ’ aléa peuvent être qualifiées donnée élaborées mesure elles ’ synthèse utilisant plusieurs source donnée ’ aléa calculées modélisées observés donnée source concernées cette classe ’ objet autre standard traitant connaissance aléa certaines zone périmètre ’ étude considérées comme « zone ’ aléa nul insignifiant zone blanche » ’ agit zone ’ aléa a étudié nul zone incluses classe ’ objet ’ être représentées comme zone ’ aléa ailleurs zone reprise zonage réglementaire car elles constituent exposition ’ aléa généalogie limite ’ zone ’ aléa représentées carte aléa fonction niveau ’ aléa autrement dit objet polygone représentant zone ’ aléa forment couverture partielle zone étudiée dont chaque élément couverture polygone fermé lequel aléa niveau ’ intensité autrement dit critère découpage zone ’ aléa niveau ’ aléa;zone risque naturel aléa aménagement donnée ouvertes prescription prévention risque servitude urbanisme
788;ca35b4b3-534d-48c7-b144-adfbe8398329;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/perimetre-du-plan-de-prevention-du-risque-inondation-ppri-du-bassin-versant-de-lill-dans-le-hau;;2022-04-06T04:15:31.557986;zone réglementée inondation;naturel code définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter risque fonction niveau chaque zone fait règlement opposable règlement distinguent généralement trois type zone « zone construire » dites « zone rouge » lorsque niveau fort règle générale construire « zone soumises prescription » dites « zone bleu » lorsque niveau moyen projet soumis prescription adaptées type zone non directement exposées risque construction ouvrage aménagement exploitation agricoles forestier artisanales commerciale industriel pourraient aggraver risque provoquer nouveau soumises interdiction prescription cf article code cette dernier catégorie naturel;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
789;1e5caad8-5950-469f-8bbe-29a20859d834;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/itineraires-pour-le-transport-de-bois-ronds-dans-le-haut-rhin;;2022-04-06T04:15:14.450137;contrat milieu instrument a bassin versant;fixe rivière objectif qualité eau valorisation milieu aquatique gestion équilibrée ressource eau prévoit manière opérationnelle programme an désignation mode financement échéance travaux etc modalité réalisation étude travaux nécessaire atteindre objectif contrairement sage objectif contrat rivière portée juridique contrat milieu englobe notion contrat rivière lac baie nappe;eau zone gestion restriction réglementation unité déclaration contrat donnée ouvertes rivière
790;2724e28e-c6b5-49f6-b776-c7876bc6fc40;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-zone-reglementee-du-ppr-inondation-vandieres-54546;;2022-04-06T04:14:34.346499;zone réglementée inondation;naturel code définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter risque fonction niveau chaque zone fait règlement opposable règlement distinguent généralement trois type zone « zone construire » dites « zone rouge » lorsque niveau fort règle générale construire « zone soumises prescription » dites « zone bleu » lorsque niveau moyen projet soumis prescription adaptées type zone non directement exposées risque construction ouvrage aménagement exploitation agricoles forestier artisanales commerciale industriel pourraient aggraver risque provoquer nouveau soumises interdiction prescription cf article code cette dernier catégorie naturel;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
791;f6b581a2-f4bc-467f-aa9f-38a68b309f71;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-couches-reglementaires-du-pss-de-la-commune-de-haussonville-54256;;2022-04-06T04:14:09.033759;– secteur – carte aléa;zone exposée plusieurs aléa représentés carte aléa utilisée ’ analyse risque inondation carte ’ aléa résultat modélisation hydraulique bureau ’ étude dont ’ objectif ’ évaluer ’ intensité ’ aléa tout point zone ’ étude méthode ’ évaluation a conduit délimiter ensemble zone périmètre ’ étude constituant zonage gradué fonction niveau hauteur ’ eau ’ aléa ’ attribution ’ niveau ’ aléa point donné territoire prend compte probabilité ’ occurrence phénomène dangereux crue centennale terrain naturel zone toutes zone ’ aléa représentées carte aléa incluses zone protégé ouvrage protection représentées éventuellement façon spécifique car elles toujours considérées soumises ’ aléa cas rupture ’ insuffisance ’ ouvrage parle ici transparence hydraulique zone ’ aléa peuvent être qualifiées donnée élaborées mesure elles ’ synthèse utilisant plusieurs source donnée ’ aléa calculées modélisées observés donnée source concernées cette classe ’ objet autre standard traitant connaissance aléa certaines zone périmètre ’ étude considérées comme « zone ’ aléa nul insignifiant zone blanche » ’ agit zone ’ aléa a étudié nul zone incluses classe ’ objet ’ être représentées comme zone ’ aléa ailleurs zone reprise zonage réglementaire car elles constituent exposition ’ aléa;zone risque naturel aléa aménagement donnée ouvertes prescription prévention risque servitude urbanisme
792;b85f6c60-78f1-4b60-94c7-37b6a57df67a;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/inventaire-des-zones-humides-averees-de-lex-communaute-urbaine-de-strasbourg;;2022-04-06T04:13:47.392780;– couche réglementaires coteau;lot donnée comprenant couche réglementaires conforme standard risque mouvement terrain ainsi pièce jointes associées format;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes mouvement terrain risque
793;7362a717-3859-4bf3-9224-c753c0b2ae34;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/entite-lineaire-a-lorigine-du-risque-du-plan-de-prevention-du-risque-inondation-ppri-du-bassin-;;2022-04-06T04:13:15.061372;carte sensibilité – carte maille pondérées non sensible cuivré marais;carte sensibilité réalisée réseau grand répartition représentée partir donnée présence récentes – – selon espèce ’ agit maille kilomètre lesquelles moins observation a réalisée lors période récente chacune maille kilomètre cette présence représentée calcul proportion maille kilomètre lesquelles a observée toute observation prise compte peut population implantées aussi erratiques cette couche représente connaissance moment réalisation doit être considérée comme exhaustive présence dehors zone identifiées possible référer notice lecture carte ainsi carte plus;répartition espèce donnée ouvertes lorrain répartition espèce
794;78e27853-740f-45a3-a829-b63cb8e6232f;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/couche-des-aleas-chutes-de-blocs-en-meurthe-et-moselle;;2022-04-06T04:13:06.220344;stratégie habitat département;étude « stratégie habitat département » diagnostic enjeu territoire piste indicateur suivi synthèse loi juillet portant engagement national logement a instauré outil planification plan départemental dont vocation mettre cohérence différentes politique locale base diagnostic partagé démarche construire tel document passe nécessairement état lieux territoire matière ainsi direction départementale territoire a souhaité améliorer stabiliser connaissance département a confié étude lest premier temps enjeu « habitat » mesurer département face enjeu point vue méthodologique diagnostic territoire a construit dune part base dune synthèse étude déjà existantes part confrontation connaissance différent acteur locaux cette partie également but construction dune vision synthétique partagée problématique habitat ainsi contribuer cohérence action menée domaine travail a mis évidence relation étroite entre problématique politique sociale hébergement service personne etc durable territoire suite diagnostic a permis dégager grand enjeu « habitat » département notamment action plus pertinentes parallèlement travail réflexion a élaboré catalogue outil « habitat » mobilisables levier disposition plus largement acteur territorial recenser indicateur clé nécessaire diagnostic;habitat politique donnée ouvertes
795;525040df-3b91-4d8d-9ea7-439da083e862;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/tri-de-lagglomeration-mulhousienne-table-des-enjeux-lies-aux-stations-de-traitement-des-eaux-us;;2022-04-06T04:12:24.771216;– couche réglementaires commune;loi février confère statut plan prévention risque rendant conséquent opposables tiers document instaure servitude publique affectant sol permet toute action ouvrage susceptibles faire obstacle libre écoulement eau conservation champ article code;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
796;2813c53f-3050-4e28-ac37-bfa2e20de078;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/liste-des-documents-durbanisme-de-type-plu-pos-dont-la-numerisation-est-engagee-dans-le-haut-rh;;2022-04-06T04:12:03.621860;– couche réglementaires;lot donnée comprenant couche réglementaires conforme standard risque mouvement terrain ainsi pièce jointes associées format;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes mouvement terrain risque
797;cc11b5cf-b85c-46e4-bdad-1798f0630b5c;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-zone-reglementee-du-ppr-inondation-charency-vezin-54118;;2022-04-06T04:11:32.044441;enjeu amont;manière générale enjeu personne bien activité élément patrimoine culturel environnemental menacés aléa susceptibles affecté endommagés sensibilité enjeu aléa nommée « vulnérabilité » cette classe regroupe tous enjeu pris compte plan prévention risque enjeu objet daté dont prise compte fonction vulnérabilité aléa étudiés enjeu peut donc être pris compte selon type traité élément constituent socle connaissance sol nécessaire zone proximité date enjeu donnée représentent photographie figée non exhaustive bien personne exposé aléa moment plan prévention risque donnée mise jour après pratique elles plus utilisées enjeu recalculés tant besoin source donnée jour;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes
798;30ea34dc-c3ae-4f0c-a88b-3d042d5d1eaa;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/document-durbanisme-de-saint-andre-les-vergers;;2022-04-06T04:11:15.955017;document;présent standard donnée concerne document plan locaux plu plan sol valent plu standard donnée offre cadre technique décrivant détail façon dématérialiser document base donnée géographiques exploitable outil standard donnée a élaboré partir cahier charge dématérialisation document mis jour basé version consolidée code date dématérialisation document graphique plu génère lot donnée géographiques composé plusieurs catalogue classe contenant zone correspondant plan zonage plu zone urbaines zone urbaniser zone agricoles a zone naturel forestier a chaque zone attaché règlement règlement peut fixer règle différentes selon destination construction concernera hôtelier bureau commerce agricole forestier fonction classe prescription contenant toutes prescription linéaire ponctuelles plu elles superposent zone document exercent général contrainte supplémentaire règlement zone a chaque prescription attaché règlement;aménagement planification usage sol donnée ouvertes
799;00af6861-6926-4901-aab6-078b4c248ce2;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/schema-regional-de-coherence-ecologique-srce-2014-alsace-sous-trame-des-milieux-anthropises;;2022-04-06T04:09:48.126175;zonage réglementaire plan prévention risque inondation débordement rivière marne – secteur marne;naturel code ’ environnement définit deux catégorie zone zone exposées risque zone directement exposées risque lesquelles mesure peuvent être prévues éviter ’ aggraver risque fonction niveau ’ aléa enjeu chaque zone fait ’ objet ’ règlement opposable a objet ’ énoncer manière claire opérationnelle mesure réglementaires ’ appliquent chacune zone réglementées règlement distingue généralement cinq type zone « zone ’ interdiction construire » dites « zone rouge » « zone rose » suivant niveau ’ aléa espace non peu bâti espace agricole naturel alors règle générale ’ interdiction construire « zone soumises prescription » dites « zone magenta » « zone bleu » suivant niveau ’ aléa espace bâti alors projet soumis prescription adaptées type ’ enjeu « zone blanche » non définies règlement lesquelles ’ applique car elles non soumises ’ aléa ’ identification zone homogènes traduit ’ élaboration ’ cartographie zonage réglementaire;zone gestion restriction réglementation unité déclaration aléa aménagement donnée ouvertes prescription prévention risque servitude urbanisme
800;d001accc-4685-4589-a9d3-b853dee05507;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/prescriptions-lineraires-des-documents-durbanisme-dans-le-departement-des-vosges;;2022-04-06T04:10:29.021330;– entité ’ origine risque inondation;risque caractérise monde réel présence représente risque potentiel cette origine peut être caractérisée nom certain cas objet géographique localisant réelle risque localisation connaissance phénomène dangereux servent définir bassin risque zone exposées risque fondent;risque naturel zone gestion restriction réglementation unité déclaration donnée ouvertes inondation risque
801;994b0cf5-23e7-41ae-8d76-0e1086483d31;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-couches-reglementaires-du-pprn-mt-coteau-de-moselle-ludres-54328;;2022-04-06T04:09:29.311368;générateur lié servitude zone agricoles protégé catégorie a marne;servitude catégorie a concernent zone agricoles protégé savoir zone agricoles dont préservation présente intérêt général raison qualité production situation géographique peuvent faire classement tant zone agricoles protégé commune non dotées plan local approuvé document tenant lieu tout changement sol altère durablement potentiel agronomique biologique économique dune zone agricole protégé doit être soumis lavis chambre commission départementale cas défavorable lune elles changement peut être autorisé décision motivée préfet tout changement mode sol altère durablement potentiel agronomique biologique économique dune zone agricole protégé doit être soumis lavis chambre commission départementale cas défavorable lune elles changement peut être autorisé décision motivée préfet commune dotées plan local approuvé document tenant lieu tout changement sol altère durablement potentiel agronomique biologique économique dune zone agricole protégé doit être soumis lavis chambre commission départementale cas défavorable lune elles changement peut être autorisé décision motivée préfet document ’ urbanisme doivent être rendu compatibles objectif autorisation envisagées titre code ’ urbanisme devront porter préjudice potentiel agronomique biologique économique zone agricole cette ressource décrit générateur servitude catégorie a savoir zone agricoles classées comme zone agricoles protégé;zone gestion restriction réglementation unité déclaration donnée ouvertes
802;38defe09-c052-4c36-8586-f35274a8d5b6;dataset;https://grandestprod-backoffice.data4citizen.com//dataset/pprn-zone-reglementee-du-pprn-mt-coteau-de-moselle-neuves-maisons-54397;;2022-04-06T04:08:39.857520;couche cavité;couche cavité géométrie point;terrain aléa cavité donnée ouvertes mouvement terrain
